case_id,crime_category,ipc_section,case_facts,evidence_strength,number_of_witnesses,accused_prior_record,punishment_years,fine_amount,verdict,case_description
207,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Weak. 5 witnesses were presented in court. Prior criminal record: Yes.,Weak,5,Yes,4,2640,Convicted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Weak in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
208,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Strong. 2 witnesses were presented in court. Prior criminal record: Yes.,Strong,2,Yes,7,5142,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Strong in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
209,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Strong. 2 witnesses were presented in court. Prior criminal record: No.,Strong,2,No,4,10160,Convicted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Strong in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
210,Murder,302,The accused was charged with murder under IPC section 302. Evidence strength was Weak. 2 witnesses were presented in court. Prior criminal record: No.,Weak,2,No,13,8693,Convicted,"This case involves a charge of Murder under IPC section 302. The prosecution presented evidence considered Weak in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
211,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Weak. 3 witnesses were presented in court. Prior criminal record: No.,Weak,3,No,0,0,Acquitted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Weak in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
212,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Moderate. 4 witnesses were presented in court. Prior criminal record: Yes.,Moderate,4,Yes,13,43920,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Moderate in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
213,Theft,379,The accused was charged with theft under IPC section 379. Evidence strength was Moderate. 4 witnesses were presented in court. Prior criminal record: No.,Moderate,4,No,0,0,Acquitted,"This case involves a charge of Theft under IPC section 379. The prosecution presented evidence considered Moderate in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
214,Murder,302,The accused was charged with murder under IPC section 302. Evidence strength was Strong. 2 witnesses were presented in court. Prior criminal record: Yes.,Strong,2,Yes,24,30143,Convicted,"This case involves a charge of Murder under IPC section 302. The prosecution presented evidence considered Strong in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
215,Cheating,420,The accused was charged with cheating under IPC section 420. Evidence strength was Moderate. 0 witnesses were presented in court. Prior criminal record: No.,Moderate,0,No,0,0,Acquitted,"This case involves a charge of Cheating under IPC section 420. The prosecution presented evidence considered Moderate in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
216,Murder,302,The accused was charged with murder under IPC section 302. Evidence strength was Moderate. 2 witnesses were presented in court. Prior criminal record: Yes.,Moderate,2,Yes,24,4003,Convicted,"This case involves a charge of Murder under IPC section 302. The prosecution presented evidence considered Moderate in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
217,Cheating,420,The accused was charged with cheating under IPC section 420. Evidence strength was Strong. 5 witnesses were presented in court. Prior criminal record: Yes.,Strong,5,Yes,2,22856,Convicted,"This case involves a charge of Cheating under IPC section 420. The prosecution presented evidence considered Strong in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
218,Cheating,420,The accused was charged with cheating under IPC section 420. Evidence strength was Weak. 4 witnesses were presented in court. Prior criminal record: Yes.,Weak,4,Yes,2,37320,Convicted,"This case involves a charge of Cheating under IPC section 420. The prosecution presented evidence considered Weak in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
